"","state.abb","name","population","id","missing_2020","missing_2021","Notes","source"
"201","ID","camas county",1083,NA,"missing","missing","can't find",""
"202","ID","butte county",2583,NA,"missing","missing","can't find",""
"203","ID","lewis county",3528,NA,"missing","missing","can't find",""
"204","ID","custer county",4265,NA,"missing","missing","can't find",""
"205","ID","adams county",4425,NA,"missing","","can't find",""
"206","ID","oneida county",4562,NA,"missing","missing","can't find",""
"207","ID","lincoln county",5129,NA,"missing","missing","can't find",""
"208","ID","bear lake county",6367,NA,"missing","","can't find",""
"209","ID","caribou county",7012,NA,"missing","missing","can't find",""
"210","ID","power county",7877,NA,"missing","","can't find",""
"211","ID","lemhi county",7958,NA,"missing","","only 2021","https://www.lemhicountyidaho.org/sites/g/files/vyhlif7506/f/uploads/2021_auditors_report_-_lemhi_county.pdf"
"212","ID","benewah county",9576,NA,"missing","missing","can't find",""
"213","ID","washington county",10559,NA,"missing","missing","can't find",""
"214","ID","franklin county",14284,NA,"missing","missing","can't find",""
"215","ID","gooding county",15643,NA,"missing","missing","can't find",""
"216","ID","idaho county",16588,NA,"missing","missing","can't find",""
"217","ID","gem county",19274,NA,"missing","","can't find",""
"218","ID","jerome county",24268,NA,"missing","","can't find",""
"219","ID","payette county",25583,NA,"missing","","can't find",""
"220","ID","elmore county",28669,NA,"missing","missing","can't find",""
"221","ID","jefferson county",31077,NA,"missing","","uploaded file to portal 2021, 2022, NO 2020","http://www.co.jefferson.id.us/259/Audit-and-Budget"
"222","ID","madison county",52929,NA,"missing","","dead website",""
"223","IL","hardin county",3641,96813,"","missing","can't find",""
"224","IL","edwards county",6208,NA,"missing","missing","can't find",""
"225","IL","johnson county",13322,NA,"missing","missing","can't find",""
"226","IL","pike county",14641,32783,"","missing","",""
"227","IL","de witt county",15450,NA,"missing","missing","",""
"228","IL","union county",17182,74269,"","missing","",""
"229","IL","marion county",37639,32778,"","missing","",""
"230","IL","dekalb county",100253,41223,"","missing","",""
"231","IL","kankakee county",107250,NA,"missing","missing","",""
"232","IL","st clair county",256823,NA,"missing","missing","",""
"233","IL","will county",695844,32790,"","missing","",""
"234","IN","ohio county",5922,NA,"missing","missing","Indiana has Gateway report in some table forms. Not found statement of net position: https://gateway.ifionline.org/report_builder/Default3a.aspx?rpttype=afr&rpt=AFR_PrintFull_public&rptName=Annual%20Financial%20Report%20-%20Full%20Report",""
"235","IN","warren county",8424,NA,"missing","missing","Indiana has Gateway report in some table forms. Not found statement of net position",""
"236","IN","switzerland county",9742,112528,"","missing","",""
"237","IN","martin county",9803,112512,"","missing","",""
"238","IN","blackford county",12111,112500,"","missing","",""
"239","IN","newton county",13786,112514,"","missing","",""
"240","IN","tipton county",15386,100217,"","missing","",""
"241","IN","vermillion county",15409,105692,"","missing","",""
"242","IN","brown county",15482,112501,"","missing","",""
"243","IN","fountain county",16483,112504,"","missing","",""
"244","IN","perry county",19151,112518,"","missing","",""
"245","IN","spencer county",19835,112525,"","missing","",""
"246","IN","carroll county",20331,112502,"","missing","",""
"247","IN","owen county",21314,112516,"","missing","",""
"248","IN","adams county",35852,112498,"","missing","",""
"249","IN","dubois county",43643,49114,"","missing","",""
"250","IN","vigo county",106119,93296,"","missing","",""
"251","IN","laporte county",112276,33208,"","missing","",""
"252","IN","madison county",130195,NA,"missing","missing","can't find",""
"253","IN","porter county",173295,33211,"","missing","",""
"254","IN","hendricks county",175575,33198,"","missing","only 2020",""
"255","IN","tippecanoe county",186369,33216,"","missing","",""
"256","IN","elkhart county",206983,33191,"","missing","",""
"257","IN","st joseph county",272672,NA,"missing","missing","",""
"258","IN","marion county",976631,NA,"missing","missing","",""
"259","KS","greeley county",1274,NA,"missing","missing","KS has regulatory basis financial report",""
"260","KS","wallace county",1517,NA,"missing","","KS has regulatory basis financial report",""
"261","KS","lane county",1569,NA,"missing","missing","KS has regulatory basis financial report",""
"262","KS","comanche county",1680,NA,"missing","","KS has regulatory basis financial report",""
"263","KS","hodgeman county",1739,NA,"missing","missing","KS has regulatory basis financial report",""
"264","KS","clark county",1974,NA,"missing","","KS has regulatory basis financial report",""
"265","KS","stanton county",2083,NA,"missing","missing","KS has regulatory basis financial report",""
"266","KS","wichita county",2149,NA,"missing","missing","KS has regulatory basis financial report",""
"267","KS","graham county",2408,114256,"","missing","",""
"268","KS","sheridan county",2451,NA,"missing","missing","KS has regulatory basis financial report",""
"269","KS","kiowa county",2452,NA,"missing","missing","KS has regulatory basis financial report",""
"270","KS","elk county",2474,NA,"missing","missing","KS has regulatory basis financial report",""
"271","KS","hamilton county",2489,114260,"","missing","",""
"272","KS","rawlins county",2565,114296,"","missing","",""
"273","KS","chase county",2574,NA,"missing","missing","KS has regulatory basis financial report",""
"274","KS","cheyenne county",2615,114241,"","missing","",""
"275","KS","ness county",2667,NA,"missing","missing","KS has regulatory basis financial report",""
"276","KS","morton county",2697,NA,"missing","","KS has regulatory basis financial report",""
"277","KS","gove county",2707,114255,"","missing","",""
"278","KS","logan county",2743,NA,"missing","missing","no statement of net position","https://admin.ks.gov/browse/files/b7a789fb31df4df5a1d70acd44286312/download"
"279","KS","decatur county",2765,NA,"missing","missing","no statement of net position","https://admin.ks.gov/browse/files/ab17c82bc1ec47d5af97fa5fffd32c3b/download"
"280","KS","trego county",2805,NA,"missing","","no statement of net position","https://admin.ks.gov/browse/files/c4ec9eaf97e302a068e3aff002e7130c/download"
"281","KS","edwards county",2883,NA,"missing","missing","can't find",""
"282","KS","jewell county",2936,114267,"","missing","",""
"283","KS","lincoln county",2948,NA,"missing","","can't find",""
"284","KS","woodson county",3091,NA,"missing","missing","no statement of net position","https://admin.ks.gov/browse/files/dc8f26f55fbf48cea2445ad2e06c404e/download"
"285","KS","chautauqua county",3385,96841,"","missing","",""
"286","KS","osborne county",3497,46371,"","missing","",""
"287","KS","smith county",3552,114306,"","missing","",""
"288","KS","haskell county",3759,114263,"","missing","",""
"289","KS","kearny county",3961,114268,"","missing","",""
"290","KS","meade county",4054,114280,"","missing","",""
"291","KS","stafford county",4055,114307,"","missing","",""
"292","KS","republic county",4677,196792,"","missing","",""
"293","KS","phillips county",4977,114293,"","missing","",""
"294","KS","scott county",5138,114302,"","missing","",""
"295","KS","norton county",5453,114289,"","missing","",""
"296","KS","gray county",5646,114258,"","missing","",""
"297","KS","greenwood county",5965,114259,"","missing","",""
"298","KS","pawnee county",6261,114292,"","missing","",""
"299","KS","ellsworth county",6369,114252,"","missing","",""
"300","KS","wabaunsee county",6885,114312,"","missing","",""
"301","KS","doniphan county",7463,114248,"","missing","",""
"302","KS","anderson county",7843,114233,"","missing","",""
"303","KS","coffey county",8356,114244,"","missing","",""
"304","KS","wilson county",8576,114316,"","missing","",""
"305","KS","rice county",9385,114298,"","missing","",""
"306","KS","brown county",9482,114238,"","missing","",""
"307","KS","linn county",9586,114274,"","missing","",""
"308","KS","marshall county",10026,114279,"","missing","",""
"309","KS","nemaha county",10265,114286,"","missing","",""
"310","KS","marion county",11778,114278,"","missing","",""
"311","KS","allen county",12532,114232,"","missing","",""
"312","KS","bourbon county",14333,114237,"","missing","",""
"313","KS","osage county",15746,NA,"missing","missing","no statement of net position","https://osageco.org/DocumentCenter/View/652/2021-Audit-Report?bidId="
"314","KS","atchison county",16318,114234,"","missing","",""
"315","KS","cherokee county",19297,114240,"","missing","",""
"316","KS","franklin county",26008,114254,"","missing","",""
"317","KS","mcpherson county",30180,NA,"missing","missing","can't find",""
"318","KS","montgomery county",31393,114283,"","missing","",""
"319","KS","cowley county",34524,114246,"","missing","can't find",""
"320","KS","douglas county",118777,33449,"","missing","",""
"321","KS","wyandotte county",168904,NA,"missing","missing","Unified Government of Wyandotte County and Kansas City, Kansas, uploaded files to portal",""
"322","KY","robertson county",2181,NA,"missing","missing","Kentucky has a portal of ""Kentucky Association of Counties"". It has fiscal court but do not have statement of netposition.",""
"323","KY","owsley county",4031,NA,"missing","missing","fiscal court, no statement of netposition.",""
"324","KY","hickman county",4530,NA,"missing","missing","fiscal court, no statement of netposition.",""
"325","KY","carlisle county",4806,NA,"missing","missing","fiscal court, no statement of netposition.",""
"326","KY","cumberland county",5860,NA,"missing","","fiscal court, no statement of netposition.",""
"327","KY","menifee county",6135,NA,"missing","missing","fiscal court, no statement of netposition.",""
"328","KY","fulton county",6512,NA,"missing","missing","fiscal court, no statement of netposition.",""
"329","KY","wolfe county",6556,NA,"missing","missing","fiscal court, no statement of netposition.",""
"330","KY","elliott county",7333,NA,"missing","","fiscal court, no statement of netposition.",""
"331","KY","lee county",7372,NA,"missing","missing","fiscal court, no statement of netposition.",""
"332","KY","nicholas county",7540,NA,"missing","missing","fiscal court, no statement of netposition.",""
"333","KY","ballard county",7712,NA,"missing","missing","fiscal court, no statement of netposition.",""
"334","KY","bracken county",8402,NA,"missing","missing","fiscal court, no statement of netposition.",""
"335","KY","trimble county",8461,NA,"missing","missing","fiscal court, no statement of netposition.",""
"336","KY","lyon county",8678,NA,"missing","missing","fiscal court, no statement of netposition.",""
"337","KY","livingston county",8873,NA,"missing","","fiscal court, no statement of netposition.",""
"338","KY","crittenden county",9002,NA,"missing","missing","fiscal court, no statement of netposition.",""
"339","KY","hancock county",9105,NA,"missing","missing","fiscal court, no statement of netposition.",""
"340","KY","mclean county",9134,NA,"missing","missing","fiscal court, no statement of netposition.",""
"341","KY","clinton county",9232,NA,"missing","missing","fiscal court, no statement of netposition.",""
"342","KY","metcalfe county",10286,NA,"missing","missing","fiscal court, no statement of netposition.",""
"343","KY","leslie county",10471,NA,"missing","missing","fiscal court, no statement of netposition.",""
"344","KY","carroll county",10836,NA,"missing","missing","fiscal court, no statement of netposition.",""
"345","KY","green county",11130,NA,"missing","missing","fiscal court, no statement of netposition.",""
"346","KY","martin county",11249,NA,"missing","missing","fiscal court, no statement of netposition.",""
"347","KY","monroe county",11316,NA,"missing","missing","fiscal court, no statement of netposition.",""
"348","KY","magoffin county",11604,794786,"","missing","fiscal court, no statement of netposition.",""
"349","KY","washington county",12042,NA,"missing","missing","fiscal court, no statement of netposition.",""
"350","KY","edmonson county",12153,NA,"missing","missing","fiscal court, no statement of netposition.",""
"351","KY","todd county",12289,NA,"missing","missing","fiscal court, no statement of netposition.",""
"352","KY","butler county",12318,NA,"missing","","fiscal court, no statement of netposition.",""
"353","KY","caldwell county",12634,NA,"missing","missing","fiscal court, no statement of netposition.",""
"354","KY","bath county",12716,NA,"missing","missing","fiscal court, no statement of netposition.",""
"355","KY","jackson county",12962,NA,"missing","missing","fiscal court, no statement of netposition.",""
"356","KY","webster county",13017,NA,"missing","missing","fiscal court, no statement of netposition.",""
"357","KY","lewis county",13082,NA,"missing","missing","fiscal court, no statement of netposition.",""
"358","KY","powell county",13095,189753,"","missing","",""
"359","KY","breathitt county",13694,NA,"missing","missing","fiscal court, no statement of netposition.",""
"360","KY","morgan county",13729,NA,"missing","missing","fiscal court, no statement of netposition.",""
"361","KY","trigg county",14080,NA,"missing","missing","fiscal court, no statement of netposition.",""
"362","KY","knott county",14163,NA,"missing","","fiscal court, no statement of netposition.",""
"363","KY","pendleton county",14652,NA,"missing","missing","fiscal court, no statement of netposition.",""
"364","KY","larue county",14877,NA,"missing","missing","fiscal court, no statement of netposition.",""
"365","KY","fleming county",15098,NA,"missing","missing","fiscal court, no statement of netposition.",""
"366","KY","henry county",15697,NA,"missing","missing","fiscal court, no statement of netposition.",""
"367","KY","casey county",15924,NA,"missing","missing","fiscal court, no statement of netposition.",""
"368","KY","rockcastle county",16064,169922,"","missing","",""
"369","KY","lawrence county",16303,NA,"missing","","fiscal court, no statement of netposition.",""
"370","KY","mccreary county",16857,NA,"missing","","fiscal court, no statement of netposition.",""
"371","KY","mason county",17130,NA,"missing","","fiscal court, no statement of netposition.",""
"372","KY","harrison county",18718,NA,"missing","missing","fiscal court, no statement of netposition.",""
"373","KY","adair county",18880,NA,"missing","missing","fiscal court, no statement of netposition.",""
"374","KY","hart county",19289,NA,"missing","","fiscal court, no statement of netposition.",""
"375","KY","spencer county",19510,167644,"","missing","",""
"376","KY","spencer county",19510,189758,"","missing","",""
"377","KY","marion county",19588,NA,"missing","missing","fiscal court, no statement of netposition.",""
"378","KY","simpson county",19626,NA,"missing","","fiscal court, no statement of netposition.",""
"379","KY","bourbon county",20290,NA,"missing","","fiscal court, no statement of netposition.",""
"380","KY","clay county",20310,NA,"missing","missing","fiscal court, no statement of netposition.",""
"381","KY","breckinridge county",20443,NA,"missing","missing","fiscal court, no statement of netposition.",""
"382","KY","allen county",20573,NA,"missing","missing","fiscal court, no statement of netposition.",""
"383","KY","letcher county",21465,NA,"missing","missing","fiscal court, no statement of netposition.",""
"384","KY","mercer county",22652,NA,"missing","missing","fiscal court, no statement of netposition.",""
"385","KY","ohio county",23746,NA,"missing","","fiscal court, no statement of netposition.",""
"386","KY","anderson county",23870,NA,"missing","missing","fiscal court, no statement of netposition.",""
"387","KY","bell county",23984,NA,"missing","","fiscal court, no statement of netposition.",""
"388","KY","lincoln county",24249,NA,"missing","missing","fiscal court, no statement of netposition.",""
"389","KY","grant county",25014,115752,"","missing","",""
"390","KY","grayson county",26454,115754,"","missing","",""
"391","KY","carter county",26607,NA,"missing","","fiscal court, no statement of netposition.",""
"392","KY","logan county",27515,NA,"missing","","fiscal court, no statement of netposition.",""
"393","KY","montgomery county",28104,NA,"missing","","fiscal court, no statement of netposition.",""
"394","KY","perry county",28360,NA,"missing","missing","fiscal court, no statement of netposition.",""
"395","KY","meade county",30030,189751,"","missing","",""
"396","KY","muhlenberg county",30886,401619,"","missing","fiscal court, no statement of netposition.",""
"397","KY","marshall county",31685,115781,"","missing","",""
"398","KY","floyd county",35804,NA,"missing","missing","fiscal court, no statement of netposition.","No statement of netposition https://www.auditor.ky.gov/Auditreports/Floyd/2020FloydFC-audit.pdf"
"399","KY","greenup county",35887,NA,"missing","","fiscal court, no statement of netposition.","only has fiscal court. No statement of net position. https://www.auditor.ky.gov/Auditreports/Greenup/2022GreenupFC-audit.pdf"
"400","KY","clark county",37037,96865,"","missing","",""
"401","KY","hopkins county",45366,NA,"missing","","fiscal court, no statement of netposition.","only has fiscal court. No statement of net position. https://hopkinscounty.ky.gov/images/2021HopkinsFC-SA-audit.pdf"
"402","KY","shelby county",48243,196804,"","missing","",""
"403","KY","scott county",57520,196803,"","missing","",""
"404","KY","pike county",58443,NA,"missing","missing","",""
"405","KY","laurel county",62728,NA,"missing","missing","fiscal court, no statement of netposition.","only has fiscal court. No statement of net position. https://www.auditor.ky.gov/Auditreports/Laurel/2021LaurelFC-audit.pdf"
"406","KY","pulaski county",65104,189755,"","missing","",""
"407","KY","campbell county",93129,NA,"missing","","uploaded file",""
"408","KY","hardin county",110816,NA,"missing","","can't find",""
"409","KY","boone county",136465,NA,"missing","missing","uploaded file","only 2020"
"410","KY","fayette county",322613,NA,"missing","missing","Lexington","LEXINGTON-FAYETTE URBAN COUNTY GOVERNMENT https://www.lexingtonky.gov/sites/default/files/organization-page/2022-02/2021%20ACFR.pdf"
