"","state.abb","state.name","geo_id","year","name","total_liabilities","net_pension_liability","net_opeb_liability","current_liabilities","net_pension_assets","net_opeb_assets","expenses","revenues","population","urban_pop","pct_urban_pop","median_hh_income_21"
"566","TN","Tennessee","47155",2020,"sevier county",132567941,0,4726964,4249008,11915145,0,83220556,91105809,98391,45879,0.466344785525513,51771
"567","AL","Alabama","01095",2020,"marshall county",26665997,6586980,11701666,2506726,0,0,24742623,28768562,97611,45242,0.463488095725935,50858
"568","OH","Ohio","39007",2020,"ashtabula county",119315696,43540857,30164030,6646693,588160,0,100778051,108088130,97596,46848,0.480127902924959,48916
"569","LA","Louisiana","22057",2020,"lafourche parish",61115245,80297,0,6045085,0,0,60613599,63008131,97552,74760,0.766321227590024,58740
"570","TX","Texas","48021",2020,"bastrop county",86503467,4834705,34187316,4060428,0,0,65751785,70636969,97218,27216,0.279953917050691,72809
"571","MN","Minnesota","27141",2020,"sherburne county",100629952,34995551,8500432,7185318,0,0,116675975,134828716,97186,47689,0.490713396375909,92205
"572","VA","Virginia","51161",2020,"roanoke county",268253281,51689185,11610305,19085918,0,0,226062251,220150962,96936,78115,0.8058991633051,73438
"573","WA","Washington","53021",2020,"franklin county",35593491,4673888,3749077,2613700,1672420,0,55397196,55257999,96746,85676,0.885549204642942,79532
"574","GA","Georgia","13297",2020,"walton county",130273100,16961476,0,7369912,0,0,98864921,100710925,96669,40544,0.419393212168858,73839
"575","SC","South Carolina","45057",2020,"lancaster county",110172717,51456686,4070482,8174706,0,0,78696674,97057851,96010,59591,0.620636143976004,68993
"576","AK","Alaska","02090",2020,"fairbanks north star borough",201261253,43030327,1478077,9175277,0,0,158239573,183959832,95657,71396,0.746390674820971,76754
"577","OH","Ohio","39055",2020,"geauga county",121933159,47307948,32547017,8181321,437630,13619,99267087,110893420,95403,20459,0.214461670702433,91701
"578","NJ","New Jersey","34009",2020,"cape may county",407987377,123639108,353365411,0,0,0,184191889,196485831,95266,77548,0.814041128244964,74896
"579","MI","Michigan","26055",2020,"grand traverse county",67433298,45276805,1603080,5289159,0,0,86175036,91453389,95246,54121,0.568271068271068,66271
"580","OR","Oregon","41003",2020,"benton county",92278533,47599257,4602021,5487796,0,533956,90634260,92385386,95183,76713,0.805944276348966,65419
"581","NC","North Carolina","37127",2020,"nash county",149678652,15004573,58715917,6433602,151721,0,106959080,109755089,94967,47797,0.503285247973044,55956
"582","IA","Iowa","19155",2020,"pottawattamie county",22809822,12505127,2261430,2314768,0,0,71785757,79489940,93670,68447,0.730748289151996,66144
"583","NY","New York","36101",2020,"steuben county",234685568,42205650,89319538,0,0,0,194834585,196137700,93577,37642,0.402226876389126,57584
"584","AL","Alabama","01077",2020,"lauderdale county",12717504,11010252,0,1007925,0,0,31724442,34174274,93565,44758,0.478367748279253,52222
"585","GA","Georgia","13247",2020,"rockdale county",233905267,30601118,71213178,14783942,0,0,144876301,148803882,93554,80739,0.862872715613979,65746
"586","WI","Wisconsin","55109",2020,"st croix county",75807768,0,1296926,9742425,0,0,93186898,102640307,93539,33684,0.360118029421827,94629
"587","OH","Ohio","39157",2020,"tuscarawas county",72539028,32169614,21317907,4900788,174250,50351,73331515,79764365,93265,46776,0.501549381855613,58282
"588","TX","Texas","48037",2020,"bowie county",35725560,4816476,5535517,2805876,0,0,49760862,44890737,92903,57646,0.620563443962408,52934
"589","MD","Maryland","24009",2020,"calvert county",298296746,24610217,37603994,47536064,0,0,322710722,358699056,92785,35359,0.381093519286938,117459
"590","KY","Kentucky","21151",2020,"madison county",0,0,0,0,0,0,34533544,32669114,92707,59157,0.638148455787963,54498
"591","PA","Pennsylvania","42097",2020,"northumberland county",75909455,0,8395293,7396724,6431807,0,63484932,73826229,91647,59333,0.647407989350442,50930
"592","TX","Texas","48291",2020,"liberty county",90166128,10186659,37395052,7352167,0,0,61492229,60837898,91632,20735,0.226295455537609,57174
"593","CA","California","06045",2020,"mendocino county",311501099,206708080,0,24648301,0,0,265283737,285004242,91595,47207,0.515354635866421,57516
"594","WI","Wisconsin","55089",2020,"ozaukee county",37952265,0,0,8848160,6875848,0,90819250,93119501,91499,69257,0.756882288012415,91014
"595","VA","Virginia","51069",2020,"frederick county",278129742,14998353,55725882,13502704,0,0,203378065,218801384,91421,55391,0.605902492917227,85262
"596","TX","Texas","48469",2020,"victoria county",43311737,13778737,1663830,3916379,0,0,60213214,61571762,91320,65986,0.722587851378136,57142
"597","NY","New York","36117",2020,"wayne county",130851816,51445401,25615630,18759720,0,0,175045968,182007208,91286,23022,0.252204682142349,65299
"598","NH","New Hampshire","33009",2020,"grafton county",96283157,24157738,43649705,3847137,0,0,49991524,49602897,91112,31276,0.343247217893281,77378
"599","NC","North Carolina","37157",2020,"rockingham county",144553001,14215229,57059142,9740242,151559,0,104877916,110353033,91100,35603,0.390829454641258,46868
"600","FL","Florida","12089",2020,"nassau county",206503804,104672569,27317377,15747566,0,0,150494543,159210176,90355,50805,0.562300779174783,78069
"601","ID","Idaho","16083",2020,"twin falls county",12414859,6606744,0,4820056,0,0,43600136,47855068,90045,58808,0.653088421473469,57487
"602","WI","Wisconsin","55027",2020,"dodge county",51957817,0,6460911,15220922,9273660,0,119180579,118987065,89398,40330,0.451138753411786,67743
"603","MO","Missouri","29043",2020,"christian county",0,0,0,0,0,0,29909731,35266274,88846,51307,0.577508385673443,70623
"604","MI","Michigan","26087",2020,"lapeer county",30042306,14042205,0,10775733,0,0,85035721,89348982,88615,12451,0.140500344169986,71306
"605","OR","Oregon","41033",2020,"josephine county",49528960,30738955,631450,8044243,0,334256,65529562,79291197,88092,50086,0.568577591100011,49833
"606","AL","Alabama","01051",2020,"elmore county",21348662,2652113,0,1740337,0,0,25805431,28326395,87974,25305,0.287631994725894,63147
"607","AL","Alabama","01043",2020,"cullman county",72073916,15764181,30034011,4591530,0,0,64486973,636132909,87857,21440,0.244007921152664,55036
"608","NC","North Carolina","37023",2020,"burke county",107999745,11687912,18514709,10220634,168620,0,102523582,114114110,87573,47355,0.540767386091127,53758
"609","OR","Oregon","41053",2020,"polk county",56328756,34046477,2258462,2967341,0,351532,57021533,54431358,87432,69592,0.795946610547505,71606
"610","ID","Idaho","16005",2020,"bannock county",28804803,12491734,2808963,5422632,0,0,70207651,72578587,87017,72211,0.829839803259096,60058
"611","WA","Washington","53029",2020,"island county",32512928,8087661,4282506,5728485,2480253,0,74648210,91131392,86847,45356,0.522191648341527,76729
"612","NC","North Carolina","37109",2020,"lincoln county",243949858,16448201,55722570,9752194,161569,0,126929497,156792313,86816,22797,0.262607994470683,73319
"613","OH","Ohio","39119",2020,"muskingum county",121264409,46253506,30342134,6889661,251909,93493,96702094,107918094,86412,42301,0.489538247887976,52806
"614","TX","Texas","48005",2020,"angelina county",20946706,1045555,0,3143416,0,0,51815514,57222809,86394,41551,0.480942184154176,50620
"615","WI","Wisconsin","55055",2020,"jefferson county",40983642,0,5860836,8894657,6803569,0,71698599,77922231,86151,47119,0.554994110718492,69247
"616","PA","Pennsylvania","42073",2020,"lawrence county",40448246,0,0,7496179,8559819,0,65603193,71716980,86069,49559,0.57579876844429,58307
"617","GA","Georgia","13095",2020,"dougherty county",44394827,12863653,9723406,9759413,0,0,85445939,96992514,85790,73479,0.856498426390022,41985
"618","TX","Texas","48361",2020,"orange county",116894760,8317563,89583011,12649107,0,0,64017984,51445532,84806,54219,0.639314687293652,65908
"619","MO","Missouri","29021",2020,"buchanan county",11549032,4845370,811021,3549665,0,0,47679427,52413352,84798,73134,0.862500442253488,51811
"620","GA","Georgia","13127",2020,"glynn county",77740781,19019778,6691285,9857016,0,0,128579943,140325250,84497,68750,0.813619096083977,60685
"621","MT","Montana","30013",2020,"cascade county",33292471,23147339,241615,3398413,0,0,48427457,51576905,84413,67097,0.794856303456773,57085
"622","WV","West Virginia","54107",2020,"wood county",14797792,1565123,2359503,849007,0,0,23884606,24635412,84300,59321,0.703722596564487,53435
"623","SC","South Carolina","45075",2020,"orangeburg county",209663272,45978287,48779000,9579443,0,0,88599436,83853341,84225,29072,0.345178870379825,39832
"624","NY","New York","36015",2020,"chemung county",197932221,54193262,39720321,25213645,0,0,223202634,219460712,84152,62348,0.740932642487047,59155
"625","PA","Pennsylvania","42039",2020,"crawford county",34895953,7215987,0,10638318,0,0,67130911,76468037,83937,28717,0.342121565917701,55141
"626","VA","Virginia","51165",2020,"rockingham county",191133696,13108838,6155265,13069790,0,0,169117386,165298804,83759,34105,0.407189846818773,72392
"627","IN","Indiana","18067",2020,"howard county",0,0,0,0,0,0,0,0,83659,62191,0.743395730235004,56268
"628","GA","Georgia","13013",2020,"barrow county",85315657,8879918,2571604,14589433,0,0,67630176,98327660,83507,55977,0.67034309322795,67646
"629","MI","Michigan","26111",2020,"midland county",79577321,1886685,30306340,3392617,0,0,54031987,61726720,83498,47411,0.567837209859391,68054
"630","MS","Mississippi","28081",2020,"lee county",73343780,38524084,0,10663124,0,0,42304702,42918484,83347,40233,0.482740002159749,57597
"631","PA","Pennsylvania","42063",2020,"indiana county",52191073,0,0,5022613,3439591,0,58819606,62377882,83231,33430,0.401580856737861,51887
"632","TX","Texas","48099",2020,"coryell county",0,0,0,0,0,0,0,0,83091,66866,0.804712791691238,59718
"633","FL","Florida","12087",2020,"monroe county",484272398,181968145,57533000,31852682,0,0,322223878,326185672,82879,72007,0.868873229239569,68975
"634","LA","Louisiana","22097",2020,"st landry parish",43718134,25558,0,2446961,0,0,25811207,30582013,82552,33680,0.408044584443906,39806
"635","KY","Kentucky","21029",2020,"bullitt county",0,0,0,0,0,0,35128333,31928729,82226,58002,0.705474536896262,68630
"636","IN","Indiana","18005",2020,"bartholomew county",0,0,0,0,0,0,0,0,82218,56975,0.693059069676917,72458
"637","AL","Alabama","01121",2020,"talladega county",44080242,6019480,12331713,1928853,0,0,27117296,34664270,82152,33944,0.41320040414369,47331
"638","WA","Washington","53041",2020,"lewis county",55734140,10155929,20579052,8313222,2415011,0,102665002,120835551,82152,32713,0.398215437802043,63828
"639","TX","Texas","48213",2020,"henderson county",11655251,5320952,0,2534780,0,0,39422261,42309174,82145,27977,0.340559951308582,50348
"640","KS","Kansas","20103",2020,"leavenworth county",0,25253579,0,0,0,0,92882859,92281019,81897,54698,0.668018221565443,81325
"641","OK","Oklahoma","40119",2020,"payne county",0,0,0,0,0,0,27677718,32942216,81649,54832,0.671582196310903,50651
"642","CA","California","06115",2020,"yuba county",299673311,155091698,20718620,12290808,0,0,184395865,214124803,81578,57500,0.704872816426601,60764
"643","WI","Wisconsin","55071",2020,"manitowoc county",40057232,0,2976741,9222129,5775617,0,74235929,77135340,81360,46558,0.572253837928195,59774
"644","OK","Oklahoma","40145",2020,"wagoner county",0,0,0,0,0,0,22779059,25317689,80986,51508,0.636050431582717,70603
"645","NC","North Carolina","37027",2020,"caldwell county",63680553,11131900,2948262,3767713,120912,0,101363760,97110788,80664,46116,0.571789912215444,44705
"646","PA","Pennsylvania","42033",2020,"clearfield county",6118295,989715,0,4219530,0,0,36307575,40159598,80564,31170,0.386906978476205,54539
"647","IN","Indiana","18043",2020,"floyd county",0,0,0,0,0,0,0,0,80474,53078,0.659485115053924,67330
"648","IN","Indiana","18085",2020,"kosciusko county",0,0,0,0,0,0,222252012,230639342,80247,41433,0.516363409770688,66525
"649","OR","Oregon","41059",2020,"umatilla county",10088644,24991582,2998355,0,0,295408,62622957,65732119,80068,54661,0.682622541367468,58764
"650","WY","Wyoming","56025",2020,"natrona county",20783393,14831253,0,1195378,0,0,58856522,57705926,79955,67751,0.847364142330061,63940
"651","IN","Indiana","18059",2020,"hancock county",0,0,0,0,0,0,0,0,79851,57744,0.723246492985972,80326
"652","TN","Tennessee","47141",2020,"putnam county",129589503,302553,765333,3188159,0,0,65678712,76666290,79844,49089,0.614734390262229,52138
"653","NY","New York","36019",2020,"clinton county",346318357,44926446,215554089,16647047,0,0,171343447,148230788,79839,28958,0.362686772791603,60094
"654","GA","Georgia","13031",2020,"bulloch county",27011322,0,0,6673994,0,0,71211638,77425371,79647,44488,0.548564100667086,53105
"655","VA","Virginia","51019",2020,"bedford county",142188340,9648082,2579586,26055228,0,0,141939736,128671767,79465,23255,0.292655608970325,66026
"656","MI","Michigan","26037",2020,"clinton county",11156457,0,0,1685048,5652577,5400239,25888252,33081811,79123,38520,0.48680618744313,77617
"657","WA","Washington","53007",2020,"chelan county",0,0,0,0,0,0,0,0,79078,52482,0.663707413309052,64700
"658","NC","North Carolina","37195",2020,"wilson county",110165370,15933147,56968613,6842714,83047,0,107583556,110178761,78786,48890,0.6205574735987,48777
"659","NY","New York","36105",2020,"sullivan county",743708859,58022246,304468473,48789644,0,0,256391762,235404792,78617,19612,0.249440374440374,57017
"660","SC","South Carolina","45073",2020,"oconee county",97448315,53536319,11134969,4905376,0,0,69128045,72021067,78604,28497,0.362524965969952,53432
"661","VA","Virginia","51095",2020,"james city county",171757974,19504820,8175670,7139244,0,0,202047138,226939449,78255,67172,0.8583842359496,92270
"662","MS","Mississippi","28035",2020,"forrest county",67672157,42415214,0,3509194,0,0,46499207,47606802,78163,51118,0.654034135980962,45326
"663","VA","Virginia","51015",2020,"augusta county",109688579,11033402,7596861,12794422,0,0,128687401,129132904,77485,12193,0.157355427362009,69243
"664","MO","Missouri","29051",2020,"cole county",13972414,3353850,0,2149270,4263374,0,47300886,57547685,77284,50775,0.657034899519921,63972
"665","WA","Washington","53009",2020,"clallam county",0,0,0,0,0,0,88378007,88411694,77160,49309,0.639090143218197,62623
"666","TN","Tennessee","47001",2020,"anderson county",68698757,0,520475,3102372,3413650,0,45775185,48561060,77136,48957,0.634791177729082,58633
"667","OH","Ohio","39141",2020,"ross county",0,0,0,0,0,0,8387347,10220110,77095,31727,0.411541903934209,53068
"668","NY","New York","36009",2020,"cattaraugus county",493045337,58134568,338251845,31942494,0,0,211895279,202582565,77041,29423,0.381908569351782,54602
"669","AR","Arkansas","05145",2020,"white county",0,0,0,0,0,0,0,0,76822,33868,0.440863294368801,51660
"670","NH","New Hampshire","33005",2020,"cheshire county",87701485,27177256,3303439,6746912,0,0,52522523,55393566,76455,23611,0.308810065656962,67883
"671","TX","Texas","48471",2020,"walker county",56007585,16271351,20947733,3719059,0,0,41858144,42660659,76402,43415,0.568259162303665,43012
"672","NC","North Carolina","37037",2020,"chatham county",283690151,12306622,9694018,14245458,143297,0,183934563,146011833,76270,27435,0.35963819885954,82764
"673","NY","New York","36011",2020,"cayuga county",252202941,33551163,145470448,17925937,0,0,176401158,168404431,76251,31433,0.412246878606652,62839
"674","NM","New Mexico","35061",2020,"valencia county",37771409,19341559,6780159,1429273,0,0,32777653,39068800,76205,53365,0.70028213371826,50510
"675","GA","Georgia","13157",2020,"jackson county",114072225,8623779,20290315,7324639,0,0,79541780,90263795,75904,28223,0.371810241479705,72486
"676","WA","Washington","53027",2020,"grays harbor county",0,6713424,26331750,0,2465248,0,87717769,91700037,75636,46051,0.608850282934053,55018
"677","OH","Ohio","39043",2020,"erie county",193209404,45194026,30274176,6586875,0,0,129121863,112411156,75619,54305,0.718111131681257,59226
"678","MI","Michigan","26159",2020,"van buren county",36677814,14442095,4300273,5327057,0,0,39173915,38744829,75593,16590,0.219482186090201,59240
"679","FL","Florida","12131",2020,"walton county",198451242,113424645,30317000,22455186,0,0,179991128,198118878,75306,33023,0.438523338423743,64779
"680","OH","Ohio","39063",2020,"hancock county",82913251,29311796,19805726,4050330,315679,33620,80169607,82695850,74926,51089,0.681914041644421,65866
"681","NM","New Mexico","35025",2020,"lea county",54412925,37120253,13129405,3164773,0,0,81077896,118652743,74455,55922,0.751084547713384,51749
"682","WI","Wisconsin","55141",2020,"wood county",49972740,0,1430071,13527418,6324695,0,76069850,89847019,74218,47880,0.645222148853882,55946
"683","IL","Illinois","17183",2020,"vermilion county",9650674,0,4879237,2498711,4493004,0,42448384,45210663,74199,44856,0.604626085081145,49825
"684","PA","Pennsylvania","42111",2020,"somerset county",33215131,415439,0,3855081,0,0,51586142,59935197,74147,16607,0.22402838295404,53770
"685","CO","Colorado","08014",2020,"broomfield county",298455584,7558877,0,23391799,1301351,0,212295653,276851972,74105,73819,0.99604652417962,106413
"686","OH","Ohio","39145",2020,"scioto county",82854390,29818208,18917824,0,137011,94153,72118311,76774471,74012,33053,0.446613879580586,43981
"687","AR","Arkansas","05085",2020,"lonoke county",3059864,8542020,0,3059864,0,0,18643157,21899273,74010,35574,0.480632304262649,64633
"688","FL","Florida","12107",2020,"putnam county",128993420,64026083,2683787,7682635,0,0,93814118,102412962,73327,20032,0.273209585248428,38759
"689","HI","Hawaii","15007",2020,"kauai county",725655421,302214383,145212075,85294801,0,0,262322721,304570185,73294,42365,0.577983028186308,76719
"690","ND","North Dakota","38035",2020,"grand forks county",51914698,42790170,1065875,172055,0,0,44666222,42454615,73169,59101,0.807721743884106,64804
"691","MS","Mississippi","28075",2020,"lauderdale county",92091409,43574519,0,4855293,0,0,52290333,57734908,72983,33809,0.463238518031349,44492
"692","VA","Virginia","51061",2020,"fauquier county",160394876,10468170,7196713,17913180,0,0,208224816,227484494,72956,31045,0.425437153976868,106714
"693","NM","New Mexico","35031",2020,"mckinley county",41887330,21088719,7284026,4073757,0,0,44279526,58636861,72898,24448,0.335354311267181,40149
"694","KY","Kentucky","21047",2020,"christian county",0,0,0,0,0,0,30514371,28699190,72818,51598,0.709270357947985,48416
"695","TN","Tennessee","47147",2020,"robertson county",133058609,0,0,1379051,1770755,0,63617388,66192439,72803,34217,0.469994368363941,67539
"696","UT","Utah","49045",2020,"tooele county",40353403,5858204,3478023,4043867,0,0,62309156,84477836,72697,58342,0.802525516520399,90591
"697","OK","Oklahoma","40125",2020,"pottawatomie county",0,0,0,0,0,0,23177397,27735806,72449,34245,0.472644712507246,51569
"698","KS","Kansas","20161",2020,"riley county",0,16172201,0,0,0,0,72689808,72247806,71963,64872,0.901513361775455,57144
"699","IN","Indiana","18109",2020,"morgan county",0,0,0,0,0,0,0,0,71785,32947,0.458999721370855,69203
"700","OK","Oklahoma","40037",2020,"creek county",0,0,0,0,0,0,23176586,23376856,71753,26926,0.375254341221395,53287
"701","AL","Alabama","01049",2020,"dekalb county",32941102,10518182,7335120,986693,0,0,23171792,27771092,71611,8380,0.117026030611105,45062
"702","NC","North Carolina","37171",2020,"surry county",97386614,12013130,12880562,7131753,124513,0,104071779,93838597,71367,17354,0.243192869855239,51820
"703","MT","Montana","30049",2020,"lewis and clark county",43971796,23930839,1732934,1923971,0,0,53321261,55402747,70967,52380,0.738027137080298,67702
"704","IN","Indiana","18011",2020,"boone county",0,0,0,0,0,0,0,0,70814,51557,0.728082810823024,98047
"705","WI","Wisconsin","55097",2020,"portage county",25503222,0,0,5651492,6200194,0,83505732,95096401,70376,44615,0.633942907483979,66471
"706","LA","Louisiana","22045",2020,"iberia parish",43294756,35982,18045843,2762036,0,0,32924871,30070185,70293,47246,0.675628137110498,47391
"707","TN","Tennessee","47059",2020,"greene county",23245149,0,1124681,3118885,1534008,0,39447519,45765912,70152,22919,0.326704869426388,54166
"708","VA","Virginia","51199",2020,"york county",201768131,27804335,11836437,28995017,0,0,191957710,189576776,70055,65097,0.929359697337426,97500
"709","ND","North Dakota","38101",2020,"ward county",64109308,34784283,978968,319438,0,0,37179754,44592699,69933,50925,0.728342796664712,69957
"710","FL","Florida","12023",2020,"columbia county",83999993,50175794,344293,6209582,0,0,81874549,92193428,69701,25334,0.363482452868088,52035
"711","GA","Georgia","13285",2020,"troup county",52838751,20388040,11923311,7110634,0,0,65496807,67750585,69427,37932,0.546365914786967,49557
"712","OR","Oregon","41035",2020,"klamath county",26388188,15166415,930393,4113166,0,0,72072096,64135476,69416,43208,0.622477057611687,49660
"713","SC","South Carolina","45047",2020,"greenwood county",72531105,31968626,27299804,4461237,0,0,54342243,57665465,69349,41831,0.603178036365734,52462
"714","MN","Minnesota","27013",2020,"blue earth county",69713629,24576720,4523037,6083612,0,0,85071579,108654404,69129,45909,0.664269591387892,68620
"715","TX","Texas","48203",2020,"harrison county",22267467,2114933,14150789,1699212,0,0,27790659,32308034,68834,31043,0.450950769186072,56645
"716","TX","Texas","48409",2020,"san patricio county",65994386,5272147,1194465,2787846,0,0,51044700,54155380,68754,49619,0.72167842338739,58227
"717","TX","Texas","48497",2020,"wise county",46252717,5281105,874437,2562763,0,0,54229939,52539586,68632,6515,0.0949265648677002,77668
"718","NC","North Carolina","37069",2020,"franklin county",124446362,12314591,43822797,6122605,111667,0,109861025,111412372,68578,14474,0.211074329546615,63687
"719","CA","California","06033",2020,"lake county",143912888,94280620,12059133,12557280,0,0,178523043,182262376,68158,40361,0.592124759767029,55801
"720","MD","Maryland","24001",2020,"allegany county",123120774,22207397,21668757,15452141,0,0,124852070,122734145,68115,44279,0.650148298240977,49236
"721","MI","Michigan","26155",2020,"shiawassee county",53954298,36707711,1320644,3000073,0,0,28393507,29556050,68095,27385,0.402164654741974,53197
"722","NY","New York","36053",2020,"madison county",205104606,34442137,83227724,25287187,0,0,132623257,121339689,68012,20976,0.308398023994354,66419
"723","GA","Georgia","13047",2020,"catoosa county",11303255,0,0,2564768,0,0,55170005,57004128,67873,51771,0.762774045261669,64245
"724","KY","Kentucky","21145",2020,"mccracken county",0,0,0,0,0,0,38981703,40213628,67871,49668,0.731756906077348,60504
"725","NM","New Mexico","35035",2020,"otero county",105979680,18342557,0,12231659,0,0,97281813,104583331,67843,30801,0.454030867200283,49845
"726","NC","North Carolina","37031",2020,"carteret county",54070410,9740617,7605662,7511458,179186,0,134792525,162154237,67686,46976,0.694028307183169,63146
"727","GA","Georgia","13295",2020,"walker county",30925531,2878452,0,2174063,0,0,37308707,55055835,67660,33139,0.48983060868537,47810
"728","KY","Kentucky","21185",2020,"oldham county",0,0,0,0,0,0,36659676,41163020,67609,50595,0.748369251704705,109181
"729","SC","South Carolina","45059",2020,"laurens county",61618483,27763467,16585851,2013418,0,0,45298315,43395176,67533,24300,0.359792120108382,53130
"730","KS","Kansas","20015",2020,"butler county",0,15613756,0,0,0,0,74759075,73593821,67383,36317,0.538987830216682,71826
"731","GA","Georgia","13255",2020,"spalding county",44546884,18309390,2193549,1932063,0,0,73632477,65252172,67301,39944,0.593468635782843,52902
"732","AR","Arkansas","05069",2020,"jefferson county",1780303,0,0,1780303,0,0,0,0,67261,46683,0.694067796610169,46100
"733","MS","Mississippi","28067",2020,"jones county",106247483,41184379,0,4283670,0,0,41768633,45103016,67248,25201,0.37475834993903,44670
"734","IL","Illinois","17199",2020,"williamson county",29353557,5513965,0,612937,0,0,35115330,38053899,67154,39597,0.589653477878874,55447
"735","MN","Minnesota","27131",2020,"rice county",57854796,20823772,1795995,3274251,0,0,67973641,84154140,67098,45500,0.678122717856238,71490
"736","MO","Missouri","29187",2020,"st francois county",0,23359,0,0,530485,0,27068365,29842363,66926,39500,0.590239383162488,48557
"737","MI","Michigan","26067",2020,"ionia county",39425778,14335902,17951471,2787839,0,0,38228470,38511388,66793,26042,0.389826956469672,64641
"738","IN","Indiana","18053",2020,"grant county",0,0,0,0,0,0,173954569,176961718,66661,40961,0.614347421783604,50248
"739","MI","Michigan","26117",2020,"montcalm county",15339200,7030508,1390752,1516623,0,0,20211841,27799737,66622,10265,0.154096736421773,55735
"740","IN","Indiana","18177",2020,"wayne county",0,0,0,0,0,0,0,0,66555,41463,0.623007227322585,50569
"741","OH","Ohio","39013",2020,"belmont county",149999693,38509868,25529559,5198013,0,53006,85680757,91760659,66495,25595,0.384904582161601,50602
"742","OK","Oklahoma","40101",2020,"muskogee county",0,0,0,0,0,0,20999932,22525017,66344,35798,0.539622243325947,44521
"743","WI","Wisconsin","55017",2020,"chippewa county",27527774,0,3099733,11132757,4359495,0,61736973,66550482,66302,24847,0.37478317269258,62306
"744","MN","Minnesota","27035",2020,"crow wing county",78082818,21683670,44259707,3348960,0,0,87527892,108080576,66122,20687,0.312856343481088,64008
"745","AZ","Arizona","04001",2020,"apache county",44678861,39832295,0,1752490,0,622975,43629662,48285989,66024,0,0,41002
"746","MI","Michigan","26103",2020,"marquette county",97512923,36246729,51542929,4342380,0,0,53937768,68774710,66020,35980,0.545011133495918,56179
"747","NC","North Carolina","37193",2020,"wilkes county",85130987,10240814,31068041,4112706,103728,0,87023029,90038266,65968,19890,0.301505252467068,47891
"748","TX","Texas","48427",2020,"starr county",7711848,2518109,0,3473349,0,0,33357933,34079238,65918,47070,0.714047330097087,33535
"749","CA","California","06103",2020,"tehama county",127249786,99343606,1778477,10949012,0,0,143215923,147158137,65831,28285,0.429673851949749,53654
"750","WI","Wisconsin","55111",2020,"sauk county",25459095,0,3241174,7119341,7391216,0,85300350,89115904,65780,36364,0.552955309216429,70254
"751","NY","New York","36113",2020,"warren county",227533405,45371349,99851909,29569436,0,0,146591628,157487122,65737,44599,0.67844592847255,69314
"752","IL","Illinois","17001",2020,"adams county",47212770,5987077,1797715,7388079,0,0,39899742,37861065,65727,43427,0.660617308365152,59777
"753","WA","Washington","53045",2020,"mason county",0,0,0,0,0,0,91568468,98704630,65722,20048,0.305023887046222,73696
"754","PA","Pennsylvania","42005",2020,"armstrong county",59723964,5633694,0,3702641,0,0,44730899,48157071,65553,22982,0.350559809634217,54089
"755","SC","South Carolina","45055",2020,"kershaw county",79795952,33572845,7692189,6494891,0,0,48807173,50321083,65407,30862,0.471874378851123,54900
"756","OH","Ohio","39101",2020,"marion county",58964526,26942078,18354777,2865733,223219,0,61072231,65351921,65366,42688,0.653131167857525,53172
"757","MN","Minnesota","27027",2020,"clay county",98306437,21014693,1784946,7260511,0,0,84363205,98722086,65309,48471,0.742077222205211,67970
"758","GA","Georgia","13179",2020,"liberty county",84793468,20796711,33820936,3052795,0,0,54498058,54800339,65274,49912,0.764864533529484,50696
"759","OH","Ohio","39081",2020,"jefferson county",98560531,35360772,22583801,4709518,0,108205,83623640,92342570,65247,39623,0.607258348786955,50442
"760","SD","South Dakota","46083",2020,"lincoln county",0,0,0,0,14475,0,26166246,27294310,65165,48561,0.745246389711637,91352
"761","KY","Kentucky","21199",2020,"pulaski county",0,0,0,0,0,0,40931387,44577046,65033,30832,0.474090475751146,45532
"762","OR","Oregon","41011",2020,"coos county",47148890,32774611,1605763,4831961,0,0,67493166,59926367,64929,40165,0.618598777125784,54067
"763","NJ","New Jersey","34033",2020,"salem county",211406197,69746515,31282275,0,0,0,96384434,96559796,64834,30371,0.468420809105912,69844
"764","GA","Georgia","13103",2020,"effingham county",42903778,0,0,7129327,0,0,62775239,74829973,64768,16703,0.257885716932483,76626
"765","PA","Pennsylvania","42025",2020,"carbon county",26343239,0,0,4608007,2324364,0,43683712,47660773,64750,26599,0.410801711223339,58295
"766","PA","Pennsylvania","42037",2020,"columbia county",26319498,4563414,0,7301766,0,0,41754119,39557915,64725,35777,0.552736879509324,56300
"767","TX","Texas","48347",2020,"nacogdoches county",9904623,2694401,0,1612151,0,0,24698495,27283645,64651,33732,0.521739130434783,46970
"768","TN","Tennessee","47063",2020,"hamblen county",48566893,0,442203,12244780,1221689,0,38387054,33269859,64500,49883,0.773391835532334,48483
"769","NC","North Carolina","37161",2020,"rutherford county",98298661,9671751,32129165,6004146,119427,0,86783956,91774468,64444,20760,0.322140152690708,44477
"770","MI","Michigan","26073",2020,"isabella county",19594432,14724732,0,3057293,0,0,31627098,30412651,64396,30738,0.477342609559897,47999
"771","MS","Mississippi","28073",2020,"lamar county",57298161,41752948,0,3881314,0,0,48650430,43803496,64223,29703,0.462505060571144,65261
"772","CA","California","06069",2020,"san benito county",123198890,61855501,3946333,21441815,0,0,102281508,109784735,64207,49611,0.772648694108303,95187
"773","IN","Indiana","18173",2020,"warrick county",0,0,0,0,0,0,0,0,63896,46811,0.732589439419074,83005
